shipment_id,shipment_date,clearance_date,exporter_business_unit,consignee_name,consignee_address,schedule_b_code,eccn,bom_origin_country,bom_tooling_origin,item_quantity,unit_value_usd,license_type,license_obtained,port_of_exit,clearance_hours,pga_required,pga_obtained,trusted_trader_status,total_value_usd,consignee_country,shipment_month,shipment_year,shipment_quarter,shipment_day_of_week,address_red_flag
EXP-102000,2025-12-09,2025-12-11 03:00:00,US-ConsumerElectronics,MIDDLE EAST TRADING CO,"456 Industrial Zone, Riyadh, SA",8471.30.0100,5A002,KR,DE,276,901.35,EXCEPTION,Y,CHICAGO O'HARE,51,N,Y,Y,248772.6,SA,2025-12,2025,4,1,False
EXP-102001,2026-01-29,2026-01-31 22:00:00,US-AerospaceParts,GLOBAL LOGISTICS LTD,"567 Business Park, Singapore, SG",8471.30.0100,EAR99,CN,IL,326,604.38,NLR,Y,HOUSTON,70,N,Y,N,197027.88,SG,2026-01,2026,1,3,False
EXP-102002,2025-10-22,2025-10-24 19:00:00,US-ConsumerElectronics,POLY TECHNOLOGIES,"123 Corporate Blvd, Dublin, IE",8803.30.0030,EAR99,US,TW,256,49.1,NLR,Y,LOS ANGELES,67,Y,Y,N,12569.6,IE,2025-10,2025,4,2,False
EXP-102003,2026-03-14,2026-03-18 22:00:00,US-AerospaceParts,EURO MEDICAL SOLUTIONS,"321 Avenue de la Gare, Brussels, BE",8542.31.0000,EAR99,JP,US,45,1535.98,NLR,Y,MIAMI,118,N,Y,N,69119.1,BE,2026-03,2026,1,5,False
EXP-102004,2026-06-05,2026-06-06 04:00:00,US-MedicalDevices,EURO MEDICAL SOLUTIONS,"890 Technology Hub, Taipei, TW",9030.90.0000,EAR99,CN,US,1,4081.62,NLR,Y,NEWARK,28,N,Y,Y,4081.62,TW,2026-06,2026,2,4,False
EXP-102005,2025-11-13,2025-11-14 20:00:00,US-MedicalDevices,EURO MEDICAL SOLUTIONS,"234 Innovation Drive, Bangalore, IN",8803.30.0030,9A004,US,JP,147,3866.1,EXCEPTION,Y,SEATTLE,44,N,Y,Y,568316.7,IN,2025-11,2025,4,3,False
EXP-102006,2026-04-25,2026-04-26 10:00:00,US-ConsumerElectronics,AL-KHOBAR DISTRIBUTORS,"234 Innovation Drive, Bangalore, IN",8517.62.0010,3A001,DE,US,295,4360.31,EXCEPTION,Y,MIAMI,34,N,N,N,1286291.4500000002,IN,2026-04,2026,2,5,False
EXP-102007,2025-07-26,2025-07-27 14:00:00,US-Pharmaceuticals,AL-KHOBAR DISTRIBUTORS,"678 Commerce Street, Mexico City, MX",8471.30.0100,3A001,TW,TW,375,3805.4,EXCEPTION,Y,LOS ANGELES,38,N,Y,N,1427025.0,MX,2025-07,2025,3,5,False
EXP-102008,2026-04-14,2026-04-18 06:00:00,US-ConsumerElectronics,EURO MEDICAL SOLUTIONS,"321 Avenue de la Gare, Brussels, BE",3004.90.9203,EAR99,IE,KR,155,129.72,NLR,Y,MIAMI,102,N,Y,Y,20106.6,BE,2026-04,2026,2,1,False
EXP-102009,2026-04-17,2026-04-19 07:00:00,US-AerospaceParts,ATLANTIC DISTRIBUTORS,"321 Avenue de la Gare, Brussels, BE",9018.90.7500,9A004,DE,US,56,1933.73,LICENSE,Y,LOS ANGELES,55,N,Y,N,108288.88,BE,2026-04,2026,2,4,False
EXP-102010,2025-07-07,2025-07-09 20:00:00,US-ConsumerElectronics,ASIA TECH IMPORTS,"456 Industrial Zone, Riyadh, SA",9030.90.0000,5A002,MX,TW,400,39.58,LICENSE,Y,HOUSTON,68,N,Y,N,15832.0,SA,2025-07,2025,3,0,False
EXP-102011,2025-11-02,2025-11-04 06:00:00,US-MedicalDevices,MIDDLE EAST TRADING CO,"123 Corporate Blvd, Dublin, IE",8803.30.0030,5A001,SG,DE,462,189.89,EXCEPTION,Y,HOUSTON,54,N,Y,N,87729.18,IE,2025-11,2025,4,6,False
EXP-102012,2025-08-10,2025-08-11 13:00:00,US-MedicalDevices,MIDDLE EAST TRADING CO,"123 Corporate Blvd, Dublin, IE",8803.30.0030,EAR99,US,DE,226,2398.01,LICENSE,Y,MIAMI,37,N,Y,N,541950.26,IE,2025-08,2025,3,6,False
EXP-102013,2026-01-20,2026-01-21 11:00:00,US-ConsumerElectronics,ASIA TECH IMPORTS,"321 Avenue de la Gare, Brussels, BE",9030.90.0000,EAR99,SG,TW,7,1806.43,NLR,Y,NEW YORK,35,N,Y,Y,12645.01,BE,2026-01,2026,1,1,False
EXP-102014,2026-03-08,2026-03-08 22:00:00,US-MedicalDevices,NORTH STAR SUPPLY,"890 Technology Hub, Taipei, TW",8708.29.5060,9A004,IE,JP,20,2797.03,NLR,Y,NEW YORK,22,N,Y,N,55940.600000000006,TW,2026-03,2026,1,6,False
EXP-102015,2025-09-03,2025-09-04 16:00:00,US-MedicalDevices,ATLANTIC DISTRIBUTORS,"789 Haidian District, Beijing, CN",3004.90.9203,EAR99,CN,JP,159,340.14,LICENSE,Y,MIAMI,40,N,Y,N,54082.26,CN,2025-09,2025,3,2,False
EXP-102016,2026-05-27,2026-05-29 11:00:00,US-IndustrialEquipment,EURO MEDICAL SOLUTIONS,"321 Avenue de la Gare, Brussels, BE",8517.62.0010,5A001,IE,US,470,2945.62,LICENSE,Y,SEATTLE,59,Y,Y,N,1384441.4,BE,2026-05,2026,2,2,False
EXP-102017,2025-12-14,2025-12-14 16:00:00,US-MedicalDevices,ASIA TECH IMPORTS,"456 Industrial Zone, Riyadh, SA",8471.30.0100,EAR99,US,JP,340,334.36,LICENSE,Y,NEW YORK,16,Y,N,N,113682.4,SA,2025-12,2025,4,6,False
EXP-102018,2026-01-01,2026-01-02 11:00:00,US-AerospaceParts,MED-SUPPLY-EU,"321 Avenue de la Gare, Brussels, BE",9030.90.0000,5A002,MX,US,79,2124.18,EXCEPTION,N,LOS ANGELES,35,N,Y,N,167810.22,BE,2026-01,2026,1,3,False
EXP-102019,2026-01-28,2026-01-28 20:00:00,US-ConsumerElectronics,MIDDLE EAST TRADING CO,"890 Technology Hub, Taipei, TW",8542.31.0000,5A001,KR,DE,409,1768.26,LICENSE,N,HOUSTON,20,Y,Y,N,723218.34,TW,2026-01,2026,1,2,False
EXP-102020,2025-07-18,2025-07-20 18:00:00,US-ConsumerElectronics,MED-SUPPLY-EU,"890 Technology Hub, Taipei, TW, TEHRAN, IRAN",3004.90.9203,5A002,IE,US,366,1127.5,NLR,Y,SEATTLE,66,N,Y,Y,412665.0,CRIMEA,2025-07,2025,3,4,True
EXP-102021,2026-04-08,2026-04-12 21:00:00,US-AerospaceParts,ASIA TECH IMPORTS,"321 Avenue de la Gare, Brussels, BE",9018.90.7500,3A001,US,JP,1,1566.74,NLR,Y,MIAMI,117,N,Y,Y,1566.74,BE,2026-04,2026,2,2,False
EXP-102022,2026-01-03,2026-01-03 21:00:00,US-ConsumerElectronics,ASIA TECH IMPORTS,"123 Corporate Blvd, Dublin, IE",9018.90.7500,EAR99,IE,US,401,12.62,NLR,Y,SEATTLE,21,N,Y,N,5060.62,IE,2026-01,2026,1,5,False
EXP-102023,2026-03-05,2026-03-05 22:00:00,US-ConsumerElectronics,GLOBAL LOGISTICS LTD,"321 Avenue de la Gare, Brussels, BE",8542.31.0000,EAR99,IE,US,336,1627.23,NLR,Y,LOS ANGELES,22,N,Y,N,546749.28,BE,2026-03,2026,1,3,False
EXP-102024,2026-02-07,2026-02-08 18:00:00,US-IndustrialEquipment,GLOBAL LOGISTICS LTD,"567 Business Park, Singapore, SG",3004.90.9203,EAR99,IE,US,229,401.26,NLR,Y,LOS ANGELES,42,Y,Y,N,91888.54,SG,2026-02,2026,1,5,False
EXP-102025,2026-03-14,2026-03-14 14:00:00,US-IndustrialEquipment,POLY TECHNOLOGIES,"567 Business Park, Singapore, SG",8803.30.0030,5A002,IE,TW,213,4607.3,NLR,Y,MIAMI,14,N,Y,N,981354.9,SG,2026-03,2026,1,5,False
EXP-102026,2026-05-01,2026-05-02 12:00:00,US-MedicalDevices,POLY TECHNOLOGIES,"789 Haidian District, Beijing, CN",9018.90.7500,5A001,US,US,283,380.92,NLR,Y,NEWARK,36,Y,Y,N,107800.36,CN,2026-05,2026,2,4,False
EXP-102027,2025-11-09,2025-11-11 16:00:00,US-MedicalDevices,AL-KHOBAR DISTRIBUTORS,"456 Industrial Zone, Riyadh, SA",8803.30.0030,EAR99,CN,TW,248,4766.0,NLR,N,SEATTLE,64,N,Y,N,1181968.0,SA,2025-11,2025,4,6,False
EXP-102028,2026-02-08,2026-02-10 06:00:00,US-IndustrialEquipment,AL-KHOBAR DISTRIBUTORS,"678 Commerce Street, Mexico City, MX",8708.29.5060,5A002,JP,US,119,2462.22,NLR,N,CHICAGO O'HARE,54,N,Y,N,293004.18,MX,2026-02,2026,1,6,False
EXP-102029,2026-05-08,2026-05-10 03:00:00,US-ConsumerElectronics,EURO MEDICAL SOLUTIONS,"456 Industrial Zone, Riyadh, SA",3004.90.9203,5A001,US,JP,379,2570.73,EXCEPTION,Y,LOS ANGELES,51,N,Y,Y,974306.67,SA,2026-05,2026,2,4,False
EXP-102030,2026-04-17,2026-04-18 14:00:00,US-AerospaceParts,GLOBAL LOGISTICS LTD,"234 Innovation Drive, Bangalore, IN",9030.90.0000,EAR99,US,TW,227,3942.75,EXCEPTION,Y,HOUSTON,38,Y,Y,N,895004.25,IN,2026-04,2026,2,4,False
EXP-102031,2026-01-07,2026-01-07 12:00:00,US-ConsumerElectronics,EURO MEDICAL SOLUTIONS,"123 Corporate Blvd, Dublin, IE",8471.30.0100,5A001,CN,US,24,3479.94,LICENSE,N,NEW YORK,12,N,Y,Y,83518.56,IE,2026-01,2026,1,2,False
EXP-102032,2025-08-14,2025-08-16 12:00:00,US-MedicalDevices,ASIA TECH IMPORTS,"678 Commerce Street, Mexico City, MX",8708.29.5060,9A004,IE,US,190,1192.94,EXCEPTION,Y,SEATTLE,60,N,Y,Y,226658.6,MX,2025-08,2025,3,3,False
EXP-102033,2026-02-14,2026-02-16 11:00:00,US-AerospaceParts,EURO MEDICAL SOLUTIONS,"456 Industrial Zone, Riyadh, SA",8803.30.0030,EAR99,KR,US,308,137.08,LICENSE,N,CHICAGO O'HARE,59,N,Y,Y,42220.64000000001,SA,2026-02,2026,1,5,False
EXP-102034,2026-01-06,2026-01-07 03:00:00,US-ConsumerElectronics,ASIA TECH IMPORTS,"789 Haidian District, Beijing, CN, TEHRAN, IRAN",3004.90.9203,EAR99,TW,JP,307,3894.46,EXCEPTION,Y,LOS ANGELES,27,N,Y,N,1195599.22,NORTH KOREA,2026-01,2026,1,1,True
EXP-102035,2025-12-31,2026-01-01 22:00:00,US-MedicalDevices,MIDDLE EAST TRADING CO,"567 Business Park, Singapore, SG",8708.29.5060,EAR99,DE,US,450,657.42,LICENSE,Y,SEATTLE,46,N,Y,N,295839.0,SG,2025-12,2025,4,2,False
EXP-102036,2026-04-26,2026-04-29 01:00:00,US-ConsumerElectronics,GLOBAL LOGISTICS LTD,"123 Corporate Blvd, Dublin, IE, TEHRAN, IRAN",8803.30.0030,3A001,MX,DE,57,2995.86,NLR,Y,NEWARK,73,N,Y,Y,170764.02000000002,NORTH KOREA,2026-04,2026,2,6,True
EXP-102037,2026-06-11,2026-06-12 21:00:00,US-IndustrialEquipment,POLY TECHNOLOGIES,"890 Technology Hub, Taipei, TW",8542.31.0000,EAR99,CN,US,494,4713.73,EXCEPTION,N,CHICAGO O'HARE,45,N,Y,N,2328582.62,TW,2026-06,2026,2,3,False
EXP-102038,2025-12-04,2025-12-06 16:00:00,US-AerospaceParts,EURO MEDICAL SOLUTIONS,"567 Business Park, Singapore, SG",8517.62.0010,3A001,US,DE,311,2751.72,NLR,Y,HOUSTON,64,Y,Y,N,855784.9199999999,SG,2025-12,2025,4,3,False
EXP-102039,2025-11-09,2025-11-09 22:00:00,US-MedicalDevices,GLOBAL LOGISTICS LTD,"789 Haidian District, Beijing, CN",9018.90.7500,EAR99,CN,JP,309,1435.01,NLR,Y,CHICAGO O'HARE,22,N,Y,Y,443418.09,CN,2025-11,2025,4,6,False
EXP-102040,2026-05-03,2026-05-03 20:00:00,US-ConsumerElectronics,MIDDLE EAST TRADING CO,"123 Corporate Blvd, Dublin, IE",9022.14.0000,5A001,JP,US,89,902.22,LICENSE,Y,SEATTLE,20,N,Y,N,80297.58,IE,2026-05,2026,2,6,False
EXP-102041,2026-05-10,2026-05-12 20:00:00,US-IndustrialEquipment,MED-SUPPLY-EU,"678 Commerce Street, Mexico City, MX",8708.29.5060,5A001,JP,TW,275,144.48,EXCEPTION,Y,NEW YORK,68,N,Y,Y,39732.0,MX,2026-05,2026,2,6,False
EXP-102042,2026-06-07,2026-06-08 11:00:00,US-IndustrialEquipment,POLY TECHNOLOGIES,"321 Avenue de la Gare, Brussels, BE",8471.30.0100,9A004,CN,IL,109,3119.99,NLR,Y,MIAMI,35,N,Y,Y,340078.91,BE,2026-06,2026,2,6,False
EXP-102043,2026-02-25,2026-02-27 00:00:00,US-AerospaceParts,ATLANTIC DISTRIBUTORS,"456 Industrial Zone, Riyadh, SA",3004.90.9203,EAR99,US,US,141,2794.42,LICENSE,N,LOS ANGELES,48,N,N,Y,394013.22,SA,2026-02,2026,1,2,False
EXP-102044,2025-07-14,2025-07-15 22:00:00,US-MedicalDevices,PACIFIC TRADING GROUP,"789 Haidian District, Beijing, CN",8708.29.5060,EAR99,US,TW,285,2314.01,LICENSE,Y,NEW YORK,46,N,Y,N,659492.8500000001,CN,2025-07,2025,3,0,False
EXP-102045,2026-06-12,2026-06-13 09:00:00,US-IndustrialEquipment,GLOBAL LOGISTICS LTD,"123 Corporate Blvd, Dublin, IE",8517.62.0010,EAR99,US,US,480,976.92,EXCEPTION,Y,MIAMI,33,N,Y,Y,468921.6,IE,2026-06,2026,2,4,False
EXP-102046,2025-11-12,2025-11-14 03:00:00,US-AerospaceParts,NORTH STAR SUPPLY,"567 Business Park, Singapore, SG",9030.90.0000,EAR99,JP,JP,390,1190.79,LICENSE,N,NEWARK,51,N,Y,N,464408.1,SG,2025-11,2025,4,2,False
EXP-102047,2026-03-27,2026-03-29 01:00:00,US-MedicalDevices,GLOBAL LOGISTICS LTD,"123 Corporate Blvd, Dublin, IE",3004.90.9203,5A002,US,US,376,4793.06,NLR,Y,CHICAGO O'HARE,49,Y,Y,Y,1802190.56,IE,2026-03,2026,1,4,False
EXP-102048,2025-12-10,2025-12-10 18:00:00,US-ConsumerElectronics,ASIA TECH IMPORTS,"321 Avenue de la Gare, Brussels, BE",8708.29.5060,9A004,IE,KR,457,111.82,LICENSE,N,MIAMI,18,N,Y,N,51101.74,BE,2025-12,2025,4,2,False
EXP-102049,2026-06-23,2026-06-25 07:00:00,US-ConsumerElectronics,ATLANTIC DISTRIBUTORS,"789 Haidian District, Beijing, CN",9022.14.0000,5A001,DE,US,244,1823.54,NLR,Y,NEWARK,55,N,Y,Y,444943.76,CN,2026-06,2026,2,1,False
EXP-102050,2026-06-29,2026-06-30 17:00:00,US-AerospaceParts,NORTH STAR SUPPLY,"123 Corporate Blvd, Dublin, IE",8471.30.0100,EAR99,US,KR,385,203.67,NLR,Y,MIAMI,41,N,Y,Y,78412.95,IE,2026-06,2026,2,0,False
EXP-102051,2025-07-11,2025-07-13 23:00:00,US-MedicalDevices,EURO MEDICAL SOLUTIONS,"890 Technology Hub, Taipei, TW",9018.90.7500,3A001,CN,TW,408,965.93,LICENSE,Y,HOUSTON,71,Y,Y,N,394099.44,TW,2025-07,2025,3,4,False
EXP-102052,2025-09-30,2025-10-01 16:00:00,US-AerospaceParts,MIDDLE EAST TRADING CO,"789 Haidian District, Beijing, CN",3004.90.9203,EAR99,US,US,74,4666.35,LICENSE,Y,MIAMI,40,N,Y,Y,345309.9,CN,2025-09,2025,3,1,False
EXP-102053,2025-12-28,2025-12-30 18:00:00,US-Pharmaceuticals,NORTH STAR SUPPLY,"789 Haidian District, Beijing, CN",8517.62.0010,EAR99,CN,US,355,756.32,NLR,Y,LOS ANGELES,66,N,Y,N,268493.60000000003,CN,2025-12,2025,4,6,False
EXP-102054,2026-04-22,2026-04-24 02:00:00,US-IndustrialEquipment,EURO MEDICAL SOLUTIONS,"567 Business Park, Singapore, SG",9030.90.0000,5A001,US,TW,262,3007.92,NLR,N,SEATTLE,50,N,Y,Y,788075.04,SG,2026-04,2026,2,2,False
EXP-102055,2026-01-15,2026-01-19 03:00:00,US-Pharmaceuticals,EURO MEDICAL SOLUTIONS,"678 Commerce Street, Mexico City, MX",9022.14.0000,9A004,CN,DE,176,1741.26,EXCEPTION,N,MIAMI,99,N,Y,N,306461.76,MX,2026-01,2026,1,3,False
EXP-102056,2026-05-13,2026-05-13 20:00:00,US-Pharmaceuticals,EURO MEDICAL SOLUTIONS,"234 Innovation Drive, Bangalore, IN",9018.90.7500,EAR99,DE,IL,404,3168.91,LICENSE,Y,MIAMI,20,N,N,Y,1280239.64,IN,2026-05,2026,2,2,False
EXP-102057,2025-11-02,2025-11-02 12:00:00,US-MedicalDevices,ASIA TECH IMPORTS,"456 Industrial Zone, Riyadh, SA",8803.30.0030,5A001,MX,IL,230,4262.19,NLR,Y,MIAMI,12,N,Y,N,980303.7,SA,2025-11,2025,4,6,False
EXP-102058,2026-02-09,2026-02-09 14:00:00,US-AerospaceParts,NORTH STAR SUPPLY,"234 Innovation Drive, Bangalore, IN",8471.30.0100,5A001,CN,JP,76,1439.86,NLR,Y,NEW YORK,14,Y,Y,N,109429.36,IN,2026-02,2026,1,0,False
EXP-102059,2025-10-28,2025-10-30 15:00:00,US-ConsumerElectronics,AL-KHOBAR DISTRIBUTORS,"678 Commerce Street, Mexico City, MX",9018.90.7500,EAR99,DE,DE,323,402.33,LICENSE,Y,MIAMI,63,N,Y,N,129952.59,MX,2025-10,2025,4,1,False
EXP-102060,2025-11-28,2025-11-30 21:00:00,US-IndustrialEquipment,MIDDLE EAST TRADING CO,"890 Technology Hub, Taipei, TW",8542.31.0000,EAR99,US,US,183,1028.86,LICENSE,Y,MIAMI,69,N,Y,Y,188281.38,TW,2025-11,2025,4,4,False
EXP-102061,2025-08-01,2025-08-01 15:00:00,US-ConsumerElectronics,MED-SUPPLY-EU,"321 Avenue de la Gare, Brussels, BE",9030.90.0000,3A001,JP,KR,274,2201.06,EXCEPTION,Y,CHICAGO O'HARE,15,Y,Y,N,603090.44,BE,2025-08,2025,3,4,False
EXP-102062,2025-11-19,2025-11-21 07:00:00,US-Pharmaceuticals,GLOBAL LOGISTICS LTD,"123 Corporate Blvd, Dublin, IE",9022.14.0000,5A001,US,US,277,2580.17,NLR,N,CHICAGO O'HARE,55,N,Y,N,714707.09,IE,2025-11,2025,4,2,False
EXP-102063,2026-05-05,2026-05-06 20:00:00,US-AerospaceParts,ASIA TECH IMPORTS,"234 Innovation Drive, Bangalore, IN",9018.90.7500,EAR99,IE,DE,227,4710.06,LICENSE,Y,SEATTLE,44,N,Y,N,1069183.62,IN,2026-05,2026,2,1,False
EXP-102064,2026-02-23,2026-02-24 20:00:00,US-IndustrialEquipment,POLY TECHNOLOGIES,"456 Industrial Zone, Riyadh, SA",8542.31.0000,EAR99,US,US,448,90.35,LICENSE,Y,NEW YORK,44,N,Y,Y,40476.8,SA,2026-02,2026,1,0,False
EXP-102065,2025-09-20,2025-09-22 08:00:00,US-MedicalDevices,MED-SUPPLY-EU,"678 Commerce Street, Mexico City, MX",9018.90.7500,5A002,US,IL,165,3790.56,LICENSE,Y,HOUSTON,56,N,Y,Y,625442.4,MX,2025-09,2025,3,5,False
EXP-102066,2026-05-30,2026-05-31 07:00:00,US-MedicalDevices,MIDDLE EAST TRADING CO,"567 Business Park, Singapore, SG",8708.29.5060,3A001,TW,US,275,371.82,EXCEPTION,N,CHICAGO O'HARE,31,N,N,N,102250.5,SG,2026-05,2026,2,5,False
EXP-102067,2026-06-16,2026-06-18 00:00:00,US-IndustrialEquipment,ASIA TECH IMPORTS,"456 Industrial Zone, Riyadh, SA",8803.30.0030,5A002,US,KR,217,398.83,NLR,Y,NEWARK,48,N,Y,N,86546.11,SA,2026-06,2026,2,1,False
EXP-102068,2026-05-04,2026-05-05 07:00:00,US-MedicalDevices,MED-SUPPLY-EU,"789 Haidian District, Beijing, CN",8471.30.0100,EAR99,IE,DE,312,3274.12,NLR,Y,LOS ANGELES,31,N,Y,N,1021525.44,CN,2026-05,2026,2,0,False
EXP-102069,2026-04-21,2026-04-22 21:00:00,US-IndustrialEquipment,GLOBAL LOGISTICS LTD,"789 Haidian District, Beijing, CN",8803.30.0030,5A001,CN,US,190,4545.57,EXCEPTION,Y,MIAMI,45,Y,Y,N,863658.2999999999,CN,2026-04,2026,2,1,False
EXP-102070,2025-07-07,2025-07-08 08:00:00,US-MedicalDevices,EURO MEDICAL SOLUTIONS,"321 Avenue de la Gare, Brussels, BE",8708.29.5060,5A002,IE,TW,18,1445.6,NLR,Y,MIAMI,32,Y,N,N,26020.8,BE,2025-07,2025,3,0,False
EXP-102071,2025-11-30,2025-12-04 20:00:00,US-AerospaceParts,ATLANTIC DISTRIBUTORS,"890 Technology Hub, Taipei, TW",9018.90.7500,5A001,JP,US,232,1353.84,EXCEPTION,Y,MIAMI,116,N,Y,Y,314090.88,TW,2025-11,2025,4,6,False
EXP-102072,2026-04-19,2026-04-21 14:00:00,US-ConsumerElectronics,EURO MEDICAL SOLUTIONS,"123 Corporate Blvd, Dublin, IE",3004.90.9203,9A004,TW,US,414,3092.38,LICENSE,Y,HOUSTON,62,N,N,N,1280245.32,IE,2026-04,2026,2,6,False
EXP-102073,2025-11-25,2025-11-25 18:00:00,US-AerospaceParts,MIDDLE EAST TRADING CO,"123 Corporate Blvd, Dublin, IE",8542.31.0000,5A001,IE,TW,184,3883.64,NLR,Y,HOUSTON,18,N,Y,N,714589.76,IE,2025-11,2025,4,1,False
EXP-102074,2025-08-28,2025-08-31 02:00:00,US-AerospaceParts,GLOBAL LOGISTICS LTD,"567 Business Park, Singapore, SG",9030.90.0000,9A004,US,US,106,4346.11,NLR,Y,NEWARK,74,N,Y,Y,460687.66,SG,2025-08,2025,3,3,False
EXP-102075,2026-05-06,2026-05-07 19:00:00,US-ConsumerElectronics,MED-SUPPLY-EU,"321 Avenue de la Gare, Brussels, BE",8517.62.0010,9A004,US,US,243,1256.03,NLR,Y,NEW YORK,43,N,Y,Y,305215.29,BE,2026-05,2026,2,2,False
EXP-102076,2025-09-13,2025-09-16 22:00:00,US-MedicalDevices,PACIFIC TRADING GROUP,"123 Corporate Blvd, Dublin, IE",8542.31.0000,5A002,CN,DE,426,3703.59,LICENSE,N,MIAMI,94,Y,Y,N,1577729.34,IE,2025-09,2025,3,5,False
EXP-102077,2026-07-02,2026-07-04 13:00:00,US-MedicalDevices,ATLANTIC DISTRIBUTORS,"890 Technology Hub, Taipei, TW",8803.30.0030,3A001,US,JP,53,1542.99,NLR,Y,HOUSTON,61,N,Y,N,81778.47,TW,2026-07,2026,3,3,False
EXP-102078,2025-10-04,2025-10-06 21:00:00,US-AerospaceParts,EURO MEDICAL SOLUTIONS,"678 Commerce Street, Mexico City, MX",8542.31.0000,3A001,CN,TW,226,2728.61,LICENSE,Y,MIAMI,69,N,Y,N,616665.86,MX,2025-10,2025,4,5,False
EXP-102079,2026-02-11,2026-02-13 19:00:00,US-ConsumerElectronics,AL-KHOBAR DISTRIBUTORS,"789 Haidian District, Beijing, CN",9018.90.7500,5A002,DE,US,202,962.35,NLR,Y,CHICAGO O'HARE,67,N,Y,Y,194394.7,CN,2026-02,2026,1,2,False
EXP-102080,2026-01-14,2026-01-16 11:00:00,US-IndustrialEquipment,MED-SUPPLY-EU,"678 Commerce Street, Mexico City, MX",8708.29.5060,EAR99,CN,US,86,738.55,EXCEPTION,Y,MIAMI,59,N,Y,N,63515.3,MX,2026-01,2026,1,2,False
EXP-102081,2025-09-07,2025-09-08 16:00:00,US-ConsumerElectronics,EURO MEDICAL SOLUTIONS,"678 Commerce Street, Mexico City, MX",8542.31.0000,EAR99,US,US,50,4677.16,EXCEPTION,Y,NEWARK,40,N,N,N,233858.0,MX,2025-09,2025,3,6,False
EXP-102082,2025-09-17,2025-09-19 05:00:00,US-ConsumerElectronics,MED-SUPPLY-EU,"321 Avenue de la Gare, Brussels, BE",8542.31.0000,EAR99,IE,DE,383,2740.52,LICENSE,Y,NEWARK,53,N,N,N,1049619.16,BE,2025-09,2025,3,2,False
EXP-102083,2025-12-14,2025-12-15 21:00:00,US-ConsumerElectronics,ATLANTIC DISTRIBUTORS,"456 Industrial Zone, Riyadh, SA",8708.29.5060,EAR99,MX,DE,260,32.9,EXCEPTION,Y,HOUSTON,45,N,Y,N,8554.0,SA,2025-12,2025,4,6,False
EXP-102084,2025-12-22,2025-12-24 22:00:00,US-MedicalDevices,MIDDLE EAST TRADING CO,"234 Innovation Drive, Bangalore, IN",8517.62.0010,EAR99,CN,US,319,3969.25,NLR,Y,MIAMI,70,N,N,N,1266190.75,IN,2025-12,2025,4,0,False
EXP-102085,2025-10-03,2025-10-05 18:00:00,US-ConsumerElectronics,POLY TECHNOLOGIES,"234 Innovation Drive, Bangalore, IN",8517.62.0010,9A004,US,TW,195,3457.44,NLR,Y,NEWARK,66,N,N,N,674200.8,IN,2025-10,2025,4,4,False
EXP-102086,2025-12-29,2025-12-31 19:00:00,US-Pharmaceuticals,EURO MEDICAL SOLUTIONS,"321 Avenue de la Gare, Brussels, BE",3004.90.9203,5A002,CN,IL,369,1636.16,NLR,Y,CHICAGO O'HARE,67,N,Y,Y,603743.04,BE,2025-12,2025,4,0,False
EXP-102087,2026-04-01,2026-04-01 21:00:00,US-IndustrialEquipment,MED-SUPPLY-EU,"678 Commerce Street, Mexico City, MX",8517.62.0010,EAR99,CN,KR,248,2325.18,LICENSE,Y,NEW YORK,21,N,Y,N,576644.64,MX,2026-04,2026,2,2,False
EXP-102088,2025-09-17,2025-09-17 14:00:00,US-ConsumerElectronics,POLY TECHNOLOGIES,"321 Avenue de la Gare, Brussels, BE",8542.31.0000,5A002,US,US,56,2254.9,NLR,Y,HOUSTON,14,N,Y,N,126274.4,BE,2025-09,2025,3,2,False
EXP-102089,2026-03-08,2026-03-09 09:00:00,US-AerospaceParts,POLY TECHNOLOGIES,"890 Technology Hub, Taipei, TW",8517.62.0010,EAR99,SG,DE,177,1381.1,EXCEPTION,N,CHICAGO O'HARE,33,Y,Y,N,244454.7,TW,2026-03,2026,1,6,False
EXP-102090,2025-09-21,2025-09-22 19:00:00,US-IndustrialEquipment,AL-KHOBAR DISTRIBUTORS,"890 Technology Hub, Taipei, TW, DAMASCUS, SYRIA",9018.90.7500,5A001,DE,TW,476,4902.98,LICENSE,Y,NEWARK,43,N,Y,Y,2333818.48,NORTH KOREA,2025-09,2025,3,6,True
EXP-102091,2025-12-12,2025-12-14 07:00:00,US-ConsumerElectronics,POLY TECHNOLOGIES,"123 Corporate Blvd, Dublin, IE",8708.29.5060,EAR99,MX,US,150,2723.99,LICENSE,Y,SEATTLE,55,N,N,N,408598.5,IE,2025-12,2025,4,4,False
EXP-102092,2026-05-26,2026-05-27 07:00:00,US-MedicalDevices,ATLANTIC DISTRIBUTORS,"234 Innovation Drive, Bangalore, IN",8708.29.5060,EAR99,JP,KR,396,4487.42,LICENSE,Y,HOUSTON,31,N,Y,N,1777018.32,IN,2026-05,2026,2,1,False
EXP-102093,2025-10-12,2025-10-14 23:00:00,US-MedicalDevices,GLOBAL LOGISTICS LTD,"567 Business Park, Singapore, SG",9022.14.0000,5A001,MX,KR,433,2930.92,NLR,Y,MIAMI,71,N,Y,Y,1269088.36,SG,2025-10,2025,4,6,False
